event_id,site_id,start_date,end_date,peak_date,duration_days,peak_zscore,mean_zscore,detection_methods,vote_count_max,ground_truth_label,ground_truth_confidence,label_source,label_kind,consensus_status,agreement_ratio,judge_models,n_judges,n_valid_judges,rationale,key_evidence,data_gaps,raw_labels,raw_confidences,silver_original
EVT-00051,NWSS_mt_977_Treatment plant_raw wastewater,2021-02-24,2021-02-24,2021-02-24,1,0.0,0.0,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant clinical rise or environmental perturbation. The peak z-score is 0.0, indicating no meaningful change. | The event is an isolated concentration decrease (-8.3%) with no clinical increase (-2.6%) or significant environmental factors (3.3mm rain, flow < 90th percentile).","[""Peak value of 13.5366 is lower than pre-mean of 14.7918 and post-mean of 14.7312, indicating a decline."", ""Daily precipitation was low (max 2.8mm) and flow was below the 90th percentile."", ""Concentration decreased by 8.3%."", ""Rainfall was low at 3.3mm."", ""Flow was below the 90th percentile."", ""Hospital admissions decreased by 2.6%."", ""Wastewater concentration shows a minor -8.3% change"", ""No significant rainfall (3.3mm total)""]","[""No clinical follow-up data shows a rise in hospitalizations."", ""No nearby sites to compare for regional patterns."", ""Limited nearby site comparison"", ""No explicit clinical trend analysis""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00052,NWSS_mt_977_Treatment plant_raw wastewater,2021-08-04,2021-08-04,2021-08-04,1,0.0,0.0,,2,epidemic,0.8833,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical follow-up hospitalizations (from 25 to 44) within 14 days of the anomaly, with no significant environmental perturbation (rainfall <10mm, flow <90th percentile). | Hospital admissions increased by 76% between 2021-07-28 and 2021-08-18. Rainfall was minimal (0.5mm total). The dominant variant was B.1.617.2.","[""Clinical follow-up increased from 25 to 44 hospitalizations within 14 days."", ""Rainfall was only 0.5mm, indicating no significant environmental impact."", ""Hospital admissions increased by 76% between 2021-07-28 and 2021-08-18."", ""Rainfall was minimal (0.5mm total)."", ""The dominant variant was B.1.617.2."", ""Hospitalization 7-day average increased from 17.6 to 39.1 (76% rise)"", ""Minimal rainfall (0.5mm) and normal flow percentile"", ""Consistent Delta variant dominance during the period""]","[""No nearby wastewater sites to compare trends."", ""No variant transition noted during this period."", ""No nearby wastewater sites for regional comparison"", ""Limited data points in the observation window""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.9, 0.85]",epidemic
EVT-00053,NWSS_mt_977_Treatment plant_raw wastewater,2022-02-23,2022-02-23,2022-02-23,1,0.0,0.0,,2,sampling,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event is an isolated concentration decrease with no environmental factors or clinical follow-up to support an alternative label. The derived assessment also flags this as not an epidemic candidate. | Isolated wastewater signal with no significant environmental or clinical support,"[""The local change in concentration is -9.21%."", ""Total rainfall in the period was 1.3mm."", ""Flow percentile max was 0.018."", ""Clinical admissions decreased from 47 to 16 in the period."", ""Minimal precipitation (1.3mm)"", ""Low flow percentile (0.018)"", ""Declining hospitalization trend"", ""No variant shift detected""]","[""No nearby site comparisons"", ""Limited hospitalization data points""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.7]",sampling
EVT-00054,NWSS_mt_977_Treatment plant_raw wastewater,2023-02-01,2023-02-01,2023-02-01,1,0.0,0.0,,2,sampling,0.5,llm_silver_consensus,silver,disagreement,0.3333,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence shows an isolated spike in wastewater concentration but lacks significant clinical follow-up rise or environmental perturbation. The variant shift is noted, but without clear clinical impact, the event remains uncertain.","[""Isolated spike in wastewater concentration with a peak value of 17.9472."", ""No significant rainfall or flow changes during the event period.""]","[""Lack of clinical follow-up data showing a rise in hospitalizations."", ""No nearby sites showing similar trends to support a regional pattern.""]","[""uncertain"", ""epidemic"", ""sampling""]","[0.5, 0.6, 0.6]",uncertain
EVT-00055,NWSS_mt_977_Treatment plant_raw wastewater,2023-12-26,2023-12-26,2023-12-26,1,0.0,0.0,,3,epidemic,0.85,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant rise in clinical follow-up (32.14% increase) following the anomaly, with no significant environmental perturbation (0mm rainfall, low flow). Additionally, a variant shift to JN.1 is noted, which aligns with the timing of the clinical rise. | The clinical data shows a rise in hospital admissions (32.14%) following the wastewater peak, and a variant shift to JN.1 is occurring. There is no significant rainfall or high flow to suggest an environmental cause.","[""Clinical follow-up increased by 32.14% after the anomaly."", ""No significant rainfall or high flow during the event."", ""Clinical admissions increased by 32.14% following the wastewater peak."", ""A variant shift to JN.1 is occurring during the event period."", ""No significant rainfall (0mm) or high flow (38th percentile) was observed."", ""Clinical admissions increased 32.14% from 14.0 to 18.5"", ""Variant shift from HV.1 to JN.1 on 2023-12-20"", ""No significant environmental distortion (0mm rain, low flow percentile)""]","[""No nearby wastewater sites show similar trends."", ""Limited historical context for the variant shift."", ""No nearby site confirmation"", ""Limited hospitalization data points""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.8, 0.85]",epidemic
EVT-00056,NWSS_mt_977_Treatment plant_raw wastewater,2024-03-05,2024-03-05,2024-03-05,1,0.0,0.0,,2,sampling,0.7833,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant clinical rise in hospital admissions (66.67% increase) following the wastewater anomaly, with no significant environmental perturbation (only 0.3mm of rain). | The clinical data shows a rise in hospital admissions from 3 to 8 within the relevant timeframe. Rainfall is minimal (0.3mm) and flow is not high (39th percentile). The derived assessment also indicates an epidemic candidate.","[""Clinical follow-up shows a rise from 4.5 to 7.5 admissions, a 66.67% increase."", ""Rainfall was minimal (0.3mm) and flow was below the 90th percentile."", ""Hospital admissions increase from 3 to 8 between 2024-03-05 and 2024-03-19."", ""Rainfall is minimal at 0.3mm."", ""Flow is at the 39th percentile."", ""Hospitalization 7-day average increased from 5.1 to 7.5"", ""Minimal rainfall (0.3mm) and normal flow percentile"", ""Dominant variant remains JN.1 without notable shifts""]","[""No nearby sites to compare for regional patterns."", ""No significant variant shifts noted."", ""No nearby site comparisons available"", ""Limited hospitalization data points""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.9, 0.7, 0.75]",epidemic
EVT-00057,NWSS_mt_977_Treatment plant_raw wastewater,2024-08-20,2024-08-20,2024-08-20,1,0.0,0.0,,3,sampling,0.7333,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical follow-up data to support an epidemic. The peak value is not accompanied by a rise in hospitalizations or significant rainfall. | The event is an isolated spike with a local change of 12.89%. There is no clinical data available, minimal rainfall (2.6mm), and low flow (7.3rd percentile).","[""Peak concentration value of 17.3395 is an isolated spike compared to the pre-mean of 15.6248."", ""No significant rainfall (>25mm) or high flow (>90th percentile) is present during the event."", ""Isolated spike candidate is true."", ""Rainfall is minimal (2.6mm)."", ""Flow is low (7.3rd percentile)."", ""Local concentration change of 12.8% is small"", ""Rainfall minimal at 2.6mm"", ""No hospitalization data available""]","[""No clinical hospitalization data available to assess any potential health impact."", ""No nearby sites show similar trends to support a regional pattern."", ""Clinical data is missing."", ""No hospitalization data"", ""No nearby site comparisons"", ""Limited variant context""]","[""sampling"", ""sampling"", ""sampling""]","[0.8, 0.7, 0.7]",sampling
EVT-00058,NWSS_mt_977_Treatment plant_raw wastewater,2024-10-22,2024-10-22,2024-10-22,1,0.0,0.0,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical follow-up data to support an epidemic or mixed label. | The event appears to be an isolated spike with no clinical follow-up data available and no significant environmental factors present. The derived assessment also flags it as an isolated spike candidate.,"[""Peak value of 15.8745 is an isolated spike compared to the pre-mean of 13.9752."", ""Daily precipitation was minimal (0.3mm) and flow was low (0.1183 percentile), indicating no significant environmental impact."", ""Isolated spike candidate is true."", ""No clinical data available."", ""Rainfall is minimal (0.3mm total)."", ""Flow is low (max percentile 0.118)."", ""Precipitation was minimal (0.3mm)"", ""Flow percentile remained low (0.118)""]","[""No clinical follow-up data available to assess hospitalization trends."", ""No nearby sites to compare for regional patterns."", ""Clinical data at the site level is missing."", ""Missing hospitalization data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00059,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-16,2023-03-16,2023-03-16,1,0.0,0.0,,2,sampling,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event is an isolated concentration decrease with no supporting evidence of environmental factors or clinical changes. The derived assessment also flags this as an isolated spike candidate. | Isolated wastewater signal with no significant environmental or clinical support,"[""Peak z-score is 0.0, indicating a small deviation from the mean."", ""No significant rainfall (0.0mm) or high flow (max percentile 0.739)."", ""State-level hospital admissions show a stable trend with a decrease of 19.72%."", ""No rainfall detected (0.0mm)"", ""Flow percentile within normal range (0.739)"", ""Hospitalization trend is stable with slight decline"", ""No variant shift detected""]","[""Limited weather data"", ""No nearby site comparisons""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.7]",sampling
EVT-00060,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-21,2023-03-21,2023-03-21,1,0.0,0.0,,2,sampling,0.8,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows an isolated spike in wastewater concentration with no significant environmental or clinical support. Hospitalization data indicates a stable trend with no rise, and there is no rainfall or high flow during the event. | The event is an isolated spike candidate with a decrease in viral concentration. There is no rainfall, flow is not high, and hospital admissions are stable. No nearby sites show a similar trend, and there is no variant shift.","[""Peak value of 13.7843 is an isolated spike compared to pre-mean of 16.1376 and post-mean of 16.6883."", ""No significant rainfall or flow changes were recorded during the event."", ""Isolated spike candidate: true"", ""No significant rainfall or high flow"", ""Hospital admissions are stable"", ""No nearby sites with similar trends"", ""No variant shift"", ""No significant rainfall (0.0mm)""]","[""Lack of nearby site data to confirm regional patterns."", ""No clinical follow-up data indicating a rise in hospitalizations."", ""Limited weather data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.8]",sampling
EVT-00061,NWSS_nc_1611_Treatment plant_raw wastewater,2023-09-07,2023-09-07,2023-09-07,1,0.0,0.0,,2,sampling,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical follow-up rise. The peak value is not supported by rainfall or flow changes, indicating it is likely an artifact. | The event is an isolated spike with no rainfall or high flow. The clinical data does not show a meaningful rise (8% increase). There are no nearby sites or variant shifts.","[""Peak concentration on 2023-09-07 is 18.2765, with no significant rainfall (0.0mm) or flow changes."", ""Clinical data shows no rise in hospitalizations around the event date."", ""Isolated spike candidate is true."", ""No significant rainfall or high flow."", ""Clinical change is 8%, which is not a meaningful rise."", ""Local concentration change of only 3.1%"", ""No rainfall or significant flow variation"", ""Stable hospitalization rates""]","[""No nearby site data to confirm regional patterns."", ""No detailed clinical follow-up data for the specific dates around the anomaly."", ""Limited weather data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.7]",sampling
EVT-00062,NWSS_nc_1611_Treatment plant_raw wastewater,2024-02-13,2024-02-13,2024-02-13,1,0.0,0.0,,2,sampling,0.5,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence shows a peak in wastewater concentration but lacks a corresponding rise in clinical follow-up or significant environmental perturbation. The hospitalization trend is stable, and there is no indication of a regional pattern or variant shift. | The wastewater signal shows a small increase, but the clinical data (hospital admissions) shows a decrease during the same period. There is no significant rainfall or high flow. No nearby sites to compare with. The variant is stable.","[""Peak wastewater concentration on 2024-02-13 with a local change of 4.28%"", ""Hospitalization trend is stable with no significant rise in admissions"", ""Wastewater signal shows a small increase (4.2786%)."", ""Hospital admissions show a decrease (-15.6516%)."", ""No significant rainfall (0.0mm) or high flow (89th percentile).""]","[""No significant environmental events or rainfall recorded"", ""No nearby sites to compare trends"", ""No nearby sites to compare with."", ""Hospitalization data is at the state level, not site-specific.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.5, 0.6]",uncertain
EVT-00063,NWSS_nc_1611_Treatment plant_raw wastewater,2024-04-30,2024-04-30,2024-04-30,1,0.0,0.0,,2,sampling,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence does not clearly support a significant clinical rise or environmental perturbation. Hospitalization data shows no increase, and there is no rainfall or high flow reported. The anomaly appears isolated without strong supporting evidence. | The event shows a decrease in viral concentration, but the hospitalization data is limited and does not cover the full post-event period. There is no significant rainfall or high flow. The variant data shows JN.1 as the dominant strain.","[""No significant clinical follow-up rise in hospitalizations."", ""No environmental perturbation (0.0mm rainfall, low flow percentiles)."", ""Peak date: 2024-04-30"", ""Local change pct vs context: -10.038"", ""No significant rainfall (0.0mm)"", ""Flow percentile max last 3d: 0.231"", ""Hospitalization data only available until 2024-04-25""]","[""Lack of clinical data post-anomaly to assess any potential rise."", ""No nearby site data to confirm regional trends."", ""Missing hospitalization data for the post-peak period"", ""Limited variant data""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.4, 0.7]",uncertain
EVT-00064,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-04,2024-07-04,2024-07-04,1,0.0,0.0,,2,sampling,0.7333,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows an isolated spike in wastewater concentration with no significant environmental perturbation or clinical follow-up data to support an epidemic or mixed label. | The event is an isolated spike candidate with no rainfall, moderate flow, no clinical data, and no nearby sites. The variant shift is noted, but without clinical data, it is difficult to assess its impact.","[""Peak concentration on 2024-07-04 with a z-score of 0.0 indicates an isolated spike."", ""No rainfall or significant hydrological changes were recorded during the event."", ""Isolated spike candidate"", ""No rainfall"", ""Flow at 79th percentile"", ""No clinical data available"", ""No nearby sites"", ""No rainfall detected (0.0mm)""]","[""Lack of clinical follow-up data to assess hospitalization trends."", ""No nearby sites to compare for regional patterns."", ""Clinical data at the site level is missing."", ""Missing hospitalization data"", ""No nearby site comparisons"", ""Limited weather and environmental context""]","[""sampling"", ""sampling"", ""sampling""]","[0.8, 0.7, 0.7]",sampling
EVT-00065,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-30,2024-07-30,2024-07-30,1,0.0,0.0,,2,uncertain,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence does not provide clear clinical follow-up data or significant environmental perturbation to support a definitive label. While there is a variant shift, there is no rise in clinical data or significant rainfall. | The event shows a variant shift (KP.2.3 to KP.3.1.1), but lacks clinical data to support an epidemic label. There is no significant rainfall or high flow to suggest an environmental cause. The signal change is small (3.3%).","[""No significant rainfall or environmental perturbation observed (0.0mm rain)."", ""No clinical follow-up data available to assess hospitalization changes."", ""Variant shift from KP.2.3 to KP.3.1.1 on 2024-07-30."", ""No significant rainfall (0.0mm) or high flow (max percentile 80.9%)."", ""No clinical data available.""]","[""Lack of clinical hospitalization data during the anomaly period."", ""No nearby sites showing similar trends to support an epidemic label."", ""Clinical data is missing.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.4, 0.6]",uncertain
EVT-00066,NWSS_nc_1611_Treatment plant_raw wastewater,2024-12-26,2024-12-26,2024-12-26,1,0.0,0.0,,2,uncertain,0.5,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence does not provide sufficient clinical follow-up data or environmental context to determine a clear cause for the anomaly. There is no significant rainfall or flow, and no clinical data is available to assess any rise in hospitalizations. | The event has a small increase in concentration, but lacks clinical data, weather events, variant shifts, and nearby site data. The derived assessment also indicates no epidemic or mixed candidates.","[""No significant rainfall or flow during the event."", ""No clinical follow-up data available."", ""Peak zscore is 0.0."", ""Local change vs context is 2.1994%."", ""No rainfall was recorded in the 3 days leading up to the event."", ""Flow percentile is 0.462."", ""No hospitalization data is available for the period.""]","[""Lack of clinical hospitalization data during the anomaly period."", ""No nearby sites to compare trends."", ""Hospitalization data is missing."", ""No nearby sites show similar trends.""]","[""uncertain"", ""uncertain"", ""sampling""]","[0.5, 0.5, 0.6]",uncertain
EVT-00067,NWSS_nc_1611_Treatment plant_raw wastewater,2025-02-11,2025-02-13,2025-02-11,3,0.0,0.0,,2,uncertain,0.7667,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows a significant high flow (0.92 percentile) with no clinical follow-up rise and no rainfall, indicating an environmental anomaly. | The event coincides with high flow (92nd percentile). There is no rainfall, but the high flow alone is sufficient to classify this as environmental. There is no clinical data available.","[""High flow percentile of 0.92 during the event period."", ""No rainfall recorded during the event period."", ""Flow percentile reached 0.92 on the peak date."", ""No rainfall was recorded during the event period."", ""No clinical data is available for this site."", ""Discharge percentile max reached 0.92 during event period"", ""No significant rainfall recorded (0.0mm)"", ""No clinical hospitalization data available""]","[""Lack of clinical hospitalization data to assess any potential health impacts."", ""No nearby sites to compare trends."", ""Clinical data is missing."", ""Missing hospitalization data"", ""No temperature or precipitation details"", ""No nearby site comparisons""]","[""environmental"", ""environmental"", ""environmental""]","[0.9, 0.7, 0.7]",environmental
EVT-00068,NWSS_nc_1611_Treatment plant_raw wastewater,2025-04-24,2025-04-24,2025-04-24,1,0.0,0.0,,2,uncertain,0.7333,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The peak z-score is 0.0, indicating no significant deviation from the mean, and there is no clinical follow-up data or environmental perturbation to support an epidemic or environmental label. The anomaly appears isolated. | The event is an isolated decrease in viral concentration with no supporting evidence of environmental factors, clinical changes, or variant shifts. The derived assessment also flags it as not an epidemic or mixed candidate.","[""Peak z-score is 0.0, indicating no significant deviation."", ""No significant rainfall or flow changes reported."", ""Local change in concentration is -5.56%."", ""No significant rainfall (0.0mm) or high flow (35th percentile)."", ""No hospitalization data available for the period."", ""No rainfall detected (0.0mm)"", ""Discharge at low percentile (0.351)"", ""No hospitalization data available""]","[""Lack of clinical follow-up data."", ""No nearby sites showing similar trends."", ""Hospitalization data is missing."", ""Missing hospitalization data"", ""No nearby site comparisons"", ""Incomplete weather records""]","[""sampling"", ""sampling"", ""sampling""]","[0.8, 0.7, 0.7]",sampling
EVT-00069,NWSS_nc_1611_Treatment plant_raw wastewater,2025-05-01,2025-05-01,2025-05-01,1,0.0,0.0,,2,uncertain,0.7333,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The anomaly shows a peak value with no significant environmental perturbation or clinical follow-up data to support an epidemic or mixed label. The peak z-score is 0.0, indicating no significant deviation from the mean. | The event is an isolated concentration decrease with no supporting evidence of environmental factors, clinical changes, or variant shifts. The derived assessment also flags it as not an epidemic or mixed candidate.","[""Peak value of 14.311 with a mean z-score of 0.0 indicates no significant change."", ""No rainfall or significant environmental events reported during the anomaly period."", ""Local change vs context is -7.89%"", ""No significant weather events or rainfall."", ""Flow percentile is low (0.143)."", ""No clinical data available."", ""No variant shifts detected."", ""No rainfall detected (0.0mm)""]","[""Lack of clinical follow-up data to assess any potential health impacts."", ""No nearby sites to compare trends or anomalies."", ""Clinical data is missing."", ""Missing hospitalization data"", ""No temperature or weather context"", ""Limited nearby site information""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.6]",sampling
EVT-00070,NWSS_nc_1611_Treatment plant_raw wastewater,2025-07-08,2025-07-08,2025-07-08,1,0.0,0.0,,2,uncertain,0.45,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The evidence does not provide clear clinical follow-up data or significant environmental perturbation to support a definitive label. The hospitalization data is missing, and while there is high flow, there is no significant rainfall or clinical rise. | The event has high flow on 2025-07-06 (90th percentile), but no rain. There is no clinical data available. The signal context shows a small decrease in concentration compared to the post mean. Without clinical data, it is difficult to determine the cause of the anomaly.","[""No clinical follow-up data available."", ""High flow observed (percentile=0.90) but no significant rainfall."", ""High flow event on 2025-07-06 (90th percentile)."", ""No rainfall in the 3-day period leading up to the event."", ""No clinical data available for the site.""]","[""Missing hospitalization data for the period."", ""No nearby site data to indicate regional trends."", ""Clinical data is missing."", ""Variant data is missing.""]","[""uncertain"", ""uncertain"", ""environmental""]","[0.5, 0.4, 0.7]",uncertain
EVT-00071,NWSS_nc_1611_Treatment plant_raw wastewater,2025-08-21,2025-08-21,2025-08-21,1,0.0,0.0,,2,sampling,0.8,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows an isolated spike in wastewater concentration with no significant environmental or clinical evidence to support a broader epidemic or environmental cause. | The event is an isolated spike candidate with a decrease in concentration compared to the pre and post means. There is no rainfall, high flow, clinical data, nearby sites with similar trends, or variant shift to support an alternative label.","[""Peak value of 13.4246 is significantly lower than the pre-mean of 17.5085, indicating an isolated dip."", ""No rainfall or significant environmental perturbation occurred during the event."", ""The event is an isolated spike candidate."", ""Local change percentage vs context is -23.6983%."", ""No rainfall was recorded during the event period."", ""Flow percentile max is 0.659, indicating normal flow."", ""No clinical data is available for the site."", ""No nearby sites show similar trends.""]","[""No clinical follow-up data available to assess hospitalization trends."", ""No nearby sites to compare for regional patterns."", ""Clinical data at the site level is missing."", ""Missing hospitalization data"", ""No temperature or weather context"", ""Limited variant tracking information""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.8]",sampling
EVT-00072,NWSS_nv_554_Treatment plant_90_raw wastewater,2021-11-15,2021-11-16,2021-11-15,2,2.59819294071005,2.373167305194658,,2,sampling,0.7,llm_silver_consensus,silver,majority,0.6667,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,The event is an isolated spike with a z-score of 2.5982. There is no significant rainfall or high flow. Hospital admissions are stable. No variant shift is occurring. There are no nearby sites showing a similar trend. | Isolated wastewater signal with no supporting clinical or environmental evidence,"[""Peak z-score is 2.5982."", ""No significant rainfall (0.0mm) or high flow (22.9th percentile)."", ""Hospital admissions are stable (trend change pct -4.7%)."", ""No variant shift is occurring (dominant variant is B.1.617.2)."", ""No significant rainfall (0mm)"", ""Flow at low percentile (0.229)"", ""Stable hospitalization trend (-1.7% change)"", ""No variant shift detected""]","[""Limited temperature data"", ""No nearby site comparisons""]","[""uncertain"", ""sampling"", ""sampling""]","[0.5, 0.7, 0.7]",sampling
EVT-00073,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-11,2022-01-13,2022-01-11,3,2.261710061512256,2.021961717543966,,2,epidemic,0.8,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"There is a significant increase in hospital admissions (from 198.25 to 215.69) during the anomaly period, indicating a clinical rise. Additionally, the presence of a variant shift to B.1.1.529 supports the epidemic label. | The anomaly occurred during the Omicron (B.1.1.529) wave, with a variant shift to B.1.1.529. Hospital admissions increased by 33.4% during the period.","[""Hospital admissions increased from 198.25 to 215.69 during the anomaly period."", ""A notable variant shift occurred to B.1.1.529."", ""Peak on 2022-01-11 with z-score 2.2617."", ""Dominant variant shifted to B.1.1.529 (Omicron)."", ""Hospital admissions increased by 33.4% during the period."", ""Omicron (B.1.1.529) became dominant variant at 99.6% by event date"", ""Hospitalization 7-day average increased from 135 to 213 (+33.4%)"", ""Wastewater signal shows moderate concentration increase (1.6% local change)""]","[""No nearby wastewater sites to confirm regional patterns."", ""No significant environmental perturbations reported."", ""No nearby wastewater sites for regional confirmation"", ""Limited temperature and environmental metadata""]","[""epidemic"", ""epidemic"", ""epidemic""]","[0.85, 0.7, 0.85]",epidemic
EVT-00074,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-18,2022-01-18,2022-01-18,1,2.0140962229108426,2.0140962229108426,,2,sampling,0.5,llm_silver_consensus,silver,disagreement,0.3333,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The hospitalization data shows a stable trend with a slight decrease, and there is no significant environmental perturbation. The wastewater anomaly does not correlate with a clear rise in clinical follow-up, leading to uncertainty in labeling.","[""Hospitalization trend is stable with a slight decrease (-11.2%) during the anomaly period."", ""No significant rainfall or high flow events were recorded during the anomaly.""]","[""Lack of nearby site data to confirm regional patterns."", ""No significant variant shifts reported during the anomaly.""]","[""uncertain"", ""epidemic"", ""sampling""]","[0.5, 0.6, 0.7]",uncertain
EVT-00075,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-03,2022-03-03,2022-03-03,1,2.443894644823896,2.443894644823896,,2,sampling,0.8167,llm_silver_consensus,silver,accepted,1.0,openai/gpt-4o-mini|google/gemini-2.0-flash-001|anthropic/claude-3.5-haiku,3,3,"The event shows an isolated spike in wastewater concentration with no significant clinical rise or environmental perturbation, indicating it is likely a sampling artifact. | The event is an isolated spike with a z-score of 2.44. There is no rainfall or high flow. Hospital admissions are decreasing during the event window. There are no nearby sites showing a similar pattern.","[""Peak z-score of 2.4439 indicates an isolated spike."", ""No rainfall or significant flow changes during the event."", ""Isolated spike candidate is true."", ""No significant rainfall or high flow."", ""Hospital admissions are decreasing during the event window."", ""52.4% drop in wastewater concentration (z-score 2.4)"", ""No rainfall or significant flow changes"", ""Decreasing hospitalization trend""]","[""Lack of clinical follow-up data to confirm any health impact."", ""No nearby sites to compare trends."", ""Limited temperature data"", ""No nearby site comparisons""]","[""sampling"", ""sampling"", ""sampling""]","[0.9, 0.7, 0.85]",sampling
